BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,37000,34085,70596,DebtCon,ProfExe,3,0,0,195.3633838,2,18,25.59242395
1,37300,68789,86172,HomeImp,Self,2,0,6,235.6379056,2,25,114.0505277
0,37700,141260,205493,HomeImp,ProfExe,5,0,0,148.1372394,0,31,34.3029739
0,37900,150044,202894,HomeImp,ProfExe,5,0,0,156.0339279,0,30,36.31140767
1,38000,94083,132791,DebtCon,Self,10,0,1,212.992728,0,64,62.80173209
0,38200,147457,210065,HomeImp,ProfExe,3,0,0,148.7331849,0,31,35.89492543
1,38700,,60000,DebtCon,Other,0,0,0,235.3666667,1,15,
0,38900,31836,54976,DebtCon,Other,,0,0,,6,0,33.45924564
0,39100,68135,108723,DebtCon,Mgr,15,0,1,193.6861891,0,22,38.57899271
1,39500,,50000,DebtCon,Other,7,0,0,51.76666667,0,14,
0,39700,146341,208296,HomeImp,ProfExe,5,0,0,139.4367339,0,31,35.4591605
0,40000,362000,465000,HomeImp,ProfExe,3,0,0,313.4666667,4,15,
1,40000,,850000,HomeImp,Other,17,0,0,186.6666667,1,24,
0,40300,33299,73380,DebtCon,ProfExe,4,0,0,184.5375891,1,18,24.37448111
0,40600,362909,466731,HomeImp,ProfExe,4,0,0,305.8124192,4,14,42.93033947
0,40800,127034,198587,DebtCon,Mgr,,1,0,186.5429439,0,25,35.40002128
0,40900,64674,111877,DebtCon,Mgr,15,0,0,201.7363729,0,21,40.45600987
0,41200,141705,207314,HomeImp,ProfExe,6,0,0,144.6224183,0,31,36.77626356
0,41600,,53078,DebtCon,Other,,6,,108.8701167,,20,26.98944023
1,41700,,854114,HomeImp,Other,18,0,0,189.0993782,1,23,43.25877898
1,42000,140000,,DebtCon,ProfExe,25,2,1,311.4333333,1,15,
0,42200,21393,68111,DebtCon,Other,19,0,0,208.5229244,0,30,39.75171656
0,42500,104027,158425,DebtCon,Other,14,,0,224.6013756,3,31,42.68375126
1,42800,9133,44083,HomeImp,ProfExe,5,0,0,333.9133736,5,15,13.41782225
0,43000,18388,64896,DebtCon,Other,20,0,0,207.0664633,0,31,40.77787713
0,43200,15635,60925,DebtCon,Other,19,0,0,212.1152801,0,30,40.46067582
0,43300,119351,179347,DebtCon,Self,13,0,0,178.9515394,0,4,37.98046402
0,43800,5884,64890,HomeImp,Office,,0,0,309.8275477,0,19,16.16045086
1,44000,55604,101916,DebtCon,Other,3,0,1,194.2349529,2,37,43.33855659
1,45000,47321,115000,DebtCon,Other,,0,1,130.3,0,22,
1,45700,,50800,DebtCon,ProfExe,13,3,2,97.4,4,46,
0,46700,,81114,HomeImp,Office,10,0,0,295.7343915,0,12,33.415153
0,47000,42437,109553,HomeImp,Self,10,0,0,206.7140756,2,35,40.14252106
0,47600,,86652,HomeImp,Office,7,0,0,304.0581023,0,13,31.57129492
0,48400,33300,60000,DebtCon,Office,5,1,,193.3666667,1,16,
1,49500,247500,,,Other,0,0,4,160.3333333,2,25,
1,50000,235000,295000,HomeImp,Mgr,6,0,1,110.5666667,8,23,
0,50000,174900,250000,DebtCon,ProfExe,5.5,0,0,235.4333333,2,33,
1,50000,160000,235000,DebtCon,ProfExe,0.3,0,0,184.7,0,41,
0,50200,,85567,HomeImp,Other,,0,0,351.1856524,0,6,24.08456584
1,50400,168561,244322,DebtCon,Office,16,0,1,184.5232854,3,47,47.41737605
0,50700,,83365,HomeImp,Self,9,0,0,190.229251,0,21,25.65597685
0,50900,42541,68483,DebtCon,Office,5,1,,181.3903357,1,15,30.9097129
0,51300,,85255,HomeImp,Self,10,0,0,166.7279349,0,22,26.57262502
0,51700,183615,257077,DebtCon,ProfExe,4,0,0,213.7558502,2,32,38.95331304
0,52200,41301,67400,DebtCon,Office,5,1,,181.5023543,1,15,30.62618827
0,52800,53532,68305,DebtCon,Office,11,0,0,91.13322531,1,25,40.66968682
0,53500,179116,257688,DebtCon,ProfExe,5,0,0,232.5959521,1,33,39.78989915
0,53700,24158,82627,HomeImp,Other,2,2,0,250.6665426,6,14,43.26837545
0,57000,38000,68000,DebtCon,Other,3.5,0,0,97.4,0,21,
0,59500,47485,69981,DebtCon,Other,4,0,0,100.1393112,0,20,29.47367331
0,60500,40669,70207,DebtCon,Other,3,0,0,96.26606796,0,21,29.36696636
0,63900,62200,140030,HomeImp,Office,10,0,1,126.8,0,12,
0,65200,71061,141666,HomeImp,Office,10,0,1,134.6809067,0,11,43.56886383
0,66500,64423,143341,HomeImp,Office,9,0,0,113.9844467,0,11,39.82143976
0,69600,198702,293252,DebtCon,Self,10,0,0,208.2990068,2,24,27.76164414
0,71200,196601,289430,DebtCon,Self,12,0,0,226.9143073,2,25,29.22035107
0,78400,13900,102910,HomeImp,,27,0,1,138,0,14,
0,80300,20370,109127,HomeImp,,27,0,1,142.1743004,0,13,33.46876324
0,82200,23197,110481,HomeImp,,26,0,1,127.7675876,0,14,30.94269511
0,88800,53307,94058,DebtCon,Other,16,0,0,218.3049777,0,15,34.24246473
0,89900,48811,88934,DebtCon,Other,15,0,0,219.6010022,0,16,34.57151913
1,1700,30548,40320,HomeImp,Other,9,0,0,101.4660019,1,8,37.11361356
1,2000,20627,29800,HomeImp,Office,11,0,1,122.5333333,1,9,
1,2200,23030,,,,19,,,,,,3.7113123
1,2400,18000,,HomeImp,Mgr,22,,2,121.7333333,0,10,
0,2500,7229,44516,HomeImp,Self,,0,0,208,0,12,
0,2900,104373,120702,HomeImp,Office,2,0,0,101.5402975,0,13,29.91585903
1,3000,,33000,HomeImp,Other,1,0,1,23.3,1,2,
1,3000,34542,45900,HomeImp,Mgr,8.5,0,2,62.36666667,0,10,
1,3200,48603,61000,HomeImp,ProfExe,28,0,4,122.0333333,1,25,
1,3300,130518,164317,DebtCon,Other,9,0,6,192.289149,0,33,35.73055919
0,3600,83700,111800,HomeImp,ProfExe,6,0,0,192.7333333,1,28,
1,3800,19135,97692,HomeImp,Mgr,1.6,1,6,252.6333333,1,25,
0,3900,52825,63000,DebtCon,ProfExe,8,0,4,171.6666667,1,31,
1,4000,26572,31960,HomeImp,Office,11,0,0,117.7951039,0,8,41.28649195
1,4000,45000,58350,HomeImp,Mgr,3.5,0,0,162,3,16,
1,4000,74000,93000,HomeImp,ProfExe,2.6,1,3,186.6333333,,9,
0,4100,57992,63797,DebtCon,ProfExe,7,0,4,165.505037,1,31,22.27817437
0,4200,50216,58541,HomeImp,Office,19,0,0,209.8713022,0,19,20.20803267
1,4400,53091,64074,DebtCon,Office,14,1,3,89.86105825,0,17,39.15808483
1,4500,57000,,HomeImp,Other,5,,,222.6,1,13,
0,4700,67913,97205,,Mgr,2,0,0,142.8243915,0,24,35.22699719
0,4800,67317,97191,,Mgr,3,0,0,137.3197248,0,23,34.27529378
0,4900,67794,84630,HomeImp,Other,4,0,0,112.5734189,0,15,41.67399636
0,4900,,69706,,,,,,,,,33.70558774
1,5000,22320,34900,HomeImp,Other,10,0,0,65.7,1,5,
1,5000,,132000,HomeImp,Other,17.5,0,2,121.9,0,14,
1,5000,,52000,HomeImp,Other,,0,1,285.3333333,0,6,
0,5000,72517,86250,DebtCon,Mgr,19,0,1,300.3666667,1,24,
0,5000,74225,89640,DebtCon,ProfExe,0.3,,,,,,
1,5000,78893,82600,HomeImp,Mgr,16,0,0,133.9,1,34,
1,5000,81748,,DebtCon,ProfExe,14,1,2,144.0666667,2,17,
1,5000,46696,85202,HomeImp,Other,2,1,2,148.3406455,0,14,46.489874
1,5100,30755,46735,HomeImp,Other,10,0,0,69,0,17,
1,5100,15500,34000,DebtCon,Other,0,1,2,86.23333333,2,13,
0,5200,,36425,DebtCon,Other,2,0,0,266.8134646,1,14,23.79740106
0,5200,16324,45187,HomeImp,Self,,0,0,221.1180817,0,11,42.71209384
0,5300,44993,50673,HomeImp,Office,7,,,184.7427672,,18,27.90612273
0,5300,47449,63895,HomeImp,Office,19,0,0,208.162714,0,20,19.7621137
1,5400,59720,63450,HomeImp,ProfExe,5,0,1,199.9,1,20,
0,5400,48152,55760,DebtCon,,6,,0,78.45212577,,16,35.763638
1,5500,,43132,HomeImp,Other,,,,,,,
0,5500,78059,78179,DebtCon,,5,,,,,,20.67931358
0,5500,71644,72696,HomeImp,Sales,4,2,0,150.8658451,0,22,40.44256779
1,5600,5000,66700,HomeImp,Other,31,1,1,204.0666667,0,11,
0,5700,49514,58249,HomeImp,Office,21,0,0,212.5391151,0,21,21.25802688
1,5700,70000,84579,DebtCon,Sales,0.1,0,0,95.9,1,17,
0,5700,,39052,HomeImp,Other,3,0,0,272.2206283,0,25,39.89610462
0,5800,,41119,HomeImp,Other,2,0,0,261.4052186,0,26,42.19194156
0,5800,,73804,HomeImp,Office,1,0,0,71.76655716,0,4,41.28742339
0,5900,82912,91175,DebtCon,ProfExe,2,,,,,,27.59527352
0,6000,95232,115977,HomeImp,Office,22,0,0,149.0229081,1,12,37.95433691
1,6000,42000,58305,DebtCon,Other,19,0,0,90,2,13,
0,6000,43000,57460,HomeImp,Other,1.6,1,,101.5,,13,
0,6000,14000,61493,HomeImp,Office,23,0,0,321.6333333,1,13,
0,6000,,53190,HomeImp,,0,0,0,,0,0,15.174415
0,6100,47604,54966,HomeImp,Other,5,0,0,70.69532973,0,18,24.76674453
0,6100,,46830,HomeImp,,0,0,1,,0,0,13.30601308
0,6200,46601,59486,HomeImp,Other,5,0,0,84.63211066,0,18,25.35001036
1,6200,42100,57385,DebtCon,Other,8.5,0,1,164.8,1,28,
0,6200,133882,155222,HomeImp,ProfExe,9,0,0,212.5376432,0,19,20.61678366
0,6300,44226,57779,DebtCon,,7,,0,63.62641325,,16,33.11182911
0,6300,92659,117352,HomeImp,ProfExe,6,0,0,199.0119272,0,27,26.52004952
0,6300,26655,29792,DebtCon,Other,1,1,0,12.75926745,10,6,28.36185178
0,6400,81116,86148,HomeImp,ProfExe,8,0,0,262.1754261,0,11,42.06826818
0,6400,39687,51666,HomeImp,Office,9,,,177.591354,,19,26.1209597
0,6500,47949,53102,HomeImp,Office,9,,,180.8412499,,19,27.83900666
0,6500,78741,90599,DebtCon,ProfExe,0,,,,,,29.19886067
0,6500,75113,115900,HomeImp,Office,29,0,0,332.7333333,2,38,
0,6500,,70886,,,,,,,,,23.47088075
0,6600,68733,81973,HomeImp,Other,5,0,0,96.9776672,0,14,42.21104678
0,6700,55113,56486,HomeImp,Other,4,0,0,84.41703046,0,17,23.64285383
1,6700,,81239,HomeImp,Other,19,,,,,,40.8949317
1,6700,,20631,HomeImp,Mgr,4,0,0,174.7218341,1,8,62.24645112
0,6800,78292,86959,DebtCon,,3,,,,,,18.92721164
0,6800,56155,57912,HomeImp,Office,21,0,0,206.3063213,0,20,21.79851308
0,6900,75880,113612,DebtCon,Office,1,0,0,230.8055881,1,38,17.96588344
1,6900,37055,83000,HomeImp,Sales,1,0,0,122.2666667,2,43,
0,6900,51384,84689,DebtCon,,4,0,0,224.2470369,3,29,30.52615072
0,7000,78284,98214,HomeImp,Other,0,0,1,171.8383862,0,31,36.24796303
1,7000,142251,157250,HomeImp,Other,5,0,0,87.83333333,4,21,
0,7000,120000,175450,DebtCon,Other,8,0,0,219.1666667,1,20,
0,7000,55000,63000,HomeImp,Other,5,0,0,84.73333333,3,20,
1,7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,
0,7000,129959,161301,HomeImp,ProfExe,11,0,0,209.9862995,0,18,21.91795226
0,7100,98490,114457,HomeImp,Office,23,0,0,116.1000871,0,11,35.60189425
0,7100,57863,70969,DebtCon,Other,0,0,0,65.87204481,7,21,26.82949019
0,7200,98691,115750,HomeImp,Office,22,0,0,118.0001423,0,11,37.72035861
1,7200,15637,39660,HomeImp,Self,6,0,1,354.2397634,3,42,33.62413345
1,7300,58671,87975,HomeImp,Mgr,3,0,0,74.06666667,1,16,
0,7300,60973,79443,HomeImp,Other,14,0,0,239.6202977,1,36,36.72713636
1,7400,2063,100448,HomeImp,Other,,0,0,96.13333333,0,14,
0,7400,73985,114849,DebtCon,Office,0,0,0,238.5863034,1,38,18.42136986
0,7400,72739,91425,DebtCon,ProfExe,3.5,0,0,128.8333333,0,26,
0,7500,63573,80601,HomeImp,Other,4,0,0,111.4351899,0,14,41.77344662
0,7500,88056,104794,DebtCon,ProfExe,25,0,0,56.75011314,2,14,30.53890697
1,7500,63500,86125,HomeImp,Other,5,0,0,136.1,0,8,
1,7500,126000,151380,HomeImp,ProfExe,18,0,2,75.66666667,1,13,
1,7500,42077,91676,HomeImp,Office,5.5,1,4,344.9,1,30,
0,7500,57213,92458,HomeImp,Office,28,0,0,243.1571192,1,16,23.99235335
0,7600,,28593,HomeImp,Office,20,0,0,180.1689373,0,16,35.58340317
0,7700,53377,86018,HomeImp,Other,16,0,0,187.1940112,0,28,24.21765848
1,7700,14589,33100,DebtCon,Other,3,0,7,122.0666667,0,22,
0,7800,58399,65945,DebtCon,Other,1,0,1,106.6313416,2,18,37.02476444
0,7800,48200,59000,DebtCon,Other,23,0,0,274.9666667,3,29,
0,7800,53243,95065,HomeImp,ProfExe,7,0,0,220.8024443,2,24,31.82762682
0,7900,,31602,HomeImp,Office,20,0,0,192.1211081,0,15,35.58605153
1,7900,55383,70020,DebtCon,Other,12,2,0,80.7789415,10,8,44.85897732
0,8000,49232,61221,DebtCon,Other,23,0,0,258.1945777,3,29,41.24661263
0,8000,75690,96517,DebtCon,ProfExe,1,,,,,,27.33615739
1,8000,33000,38500,HomeImp,Other,2,0,0,,0,0,
0,8000,,34226,HomeImp,Other,,,1,75.36666667,1,10,
0,8000,76600,96000,DebtCon,Mgr,2,0,0,73.03333333,2,24,
1,8000,21944,31352,DebtCon,Other,0,1,1,33.43333333,9,3,
0,8000,84282,121045,HomeImp,Office,28,0,0,330.1748556,1,37,35.36268639
0,8000,,68572,HomeImp,Office,1,0,0,53.93513771,0,4,37.7039115
0,8100,78977,91995,DebtCon,Mgr,19,0,0,296.7470948,1,23,38.82094029
1,8100,19772,39431,DebtCon,Other,0,0,1,82.33528778,1,12,20.34246772
0,8100,28187,32584,DebtCon,Other,0,1,0,27.04883471,10,7,29.28795683
0,8200,62603,86782,DebtCon,ProfExe,15,0,0,219.5658125,0,18,24.63662135
0,8200,172497,249071,DebtCon,Sales,,0,0,114.9819744,0,21,41.09802515
0,8200,,38648,HomeImp,Other,,,,302.5301822,,10,30.44537563
1,8200,87979,94854,HomeImp,ProfExe,10,0,0,108.4790238,3,19,41.2706826
0,8200,,33540,HomeImp,Office,21,0,0,178.6879275,0,15,36.60169886
0,8300,14601,66143,HomeImp,Office,24,0,0,320.2348822,1,12,40.01507057
0,8300,178745,251935,DebtCon,Sales,,0,0,130.7309108,0,22,42.35805988
0,8300,35343,51986,DebtCon,Other,10,0,0,242.818967,1,31,37.96660602
0,8400,53841,64284,DebtCon,Other,15,0,3,206.3545644,0,36,26.05485371
0,8400,43589,49950,DebtCon,Office,9,0,0,202.7045404,0,23,33.59231894
1,8400,31800,72000,DebtCon,Self,,0,2,187.2666667,1,21,
0,8400,35240,54314,DebtCon,Office,8,0,0,210.5800148,1,22,32.57186729
0,8400,85136,125912,HomeImp,Other,9,,,,,,40.71517804
0,8500,73752,87931,DebtCon,Mgr,21,1,1,291.6203784,0,24,39.00314063
1,8500,48961,73550,HomeImp,Other,11,6,1,145.1,4,11,
0,8500,50569,60940,DebtCon,Mgr,6,0,0,189.9468977,0,22,29.20247674
1,8500,29383,45900,DebtCon,ProfExe,8,0,0,122.1333333,0,22,
0,8600,38646,54073,DebtCon,Other,14,0,0,89.55585277,0,11,32.53025665
1,8600,,25000,HomeImp,Other,0,6,0,64.86666667,2,27,
0,8600,22960,80874,HomeImp,ProfExe,20,0,0,238.7026834,0,11,25.8873199
1,8600,44992,66403,DebtCon,Other,8,0,0,172.551555,1,27,43.87561082
0,8700,57254,86883,HomeImp,Other,16,0,0,172.1665627,0,28,25.04343675
1,8700,62600,77600,DebtCon,Other,0.5,1,0,351.0333333,3,13,
1,8700,57141,70244,HomeImp,Other,8,0,0,106.8554282,0,19,31.89131426
0,8700,76008,95976,DebtCon,ProfExe,0,,,,,,30.02224516
0,8700,68186,82518,HomeImp,Other,1,0,0,105.1022551,0,7,36.44893885
1,8800,2800,18361,HomeImp,Other,2,3,1,107.7666667,4,3,
1,8800,33395,51057,DebtCon,Office,2,0,0,80.82247969,1,20,16.88303101
0,8800,,74928,,,,,,,,,23.98891307
0,8900,75441,116950,HomeImp,Office,26,0,0,322.7311957,2,37,33.78852367
1,8900,60782,100000,HomeImp,ProfExe,14,0,8,129.8666667,0,36,
1,8900,72581,90585,DebtCon,Office,18,1,1,207.9666667,0,30,
1,9000,90969,108606,HomeImp,Mgr,5,5,2,113.2575091,5,28,27.34759661
0,9000,8221,38290,DebtCon,Other,4,0,0,266.3837994,0,12,23.70306719
0,9000,76964,90500,DebtCon,Other,3,0,0,101.4,2,32,
0,9000,82700,121000,DebtCon,Office,9,0,0,131.9,1,22,
0,9000,131108,199295,DebtCon,ProfExe,1,0,0,61.0009855,1,22,35.93061089
0,9100,80719,86782,HomeImp,Other,23,0,0,333.0115898,1,47,30.39545792
1,9100,78369,92000,DebtCon,Sales,0.2,0,0,180.8333333,3,35,
0,9100,53764,56429,HomeImp,Other,9,0,0,92.07897878,3,33,40.58208394
0,9200,55643,75267,HomeImp,Other,2,0,1,224.882232,2,15,35.62935439
0,9200,52531,66491,DebtCon,Mgr,11,0,0,122.2285343,1,19,32.65762889
0,9300,30204,57036,,Other,30,0,0,235.492813,0,19,23.13784056
0,9300,46466,57182,DebtCon,Other,2,0,0,100.0518662,0,20,38.44431799
1,9300,78000,97700,DebtCon,Mgr,12,0,2,88.5,4,29,
0,9300,54088,66961,DebtCon,Other,22,0,0,278.1604735,3,28,40.82354171
0,9400,52371,55764,DebtCon,Office,1,0,0,177.7028004,0,20,37.35868805
0,9400,56508,78358,DebtCon,,17,0,0,141.9311562,0,11,32.32749505
0,9400,61185,65302,DebtCon,Other,1,0,2,117.1710044,2,18,35.61194388
0,9400,86539,95010,DebtCon,Other,0,4,0,,0,3,29.81532359
0,9400,53244,62245,DebtCon,Other,23,0,0,276.787744,3,28,37.82185151
0,9500,115186,131800,DebtCon,Self,7,0,0,177.0500361,0,19,33.43055804
0,9500,70000,85000,DebtCon,ProfExe,9,0,1,175.5666667,1,12,
0,9500,58185,64576,DebtCon,Mgr,6,,4,127.8552645,1,11,38.29830913
0,9600,64758,63646,HomeImp,Other,5,0,0,120.6445586,0,34,35.98492935
0,9600,73000,99600,HomeImp,ProfExe,4.5,0,1,93.33333333,1,34,
0,9600,50655,59502,DebtCon,Other,0,0,0,93.4328441,0,20,37.98235351
0,9700,45907,57507,DebtCon,Other,6,0,0,81.22944864,0,11,29.03757422
1,9700,55986,73000,DebtCon,Other,2.5,0,1,207.1666667,2,29,
0,9700,39141,48905,DebtCon,Other,13,0,0,89.83593974,0,11,32.4314097
0,9700,,54385,HomeImp,Other,10,0,0,314.7328327,1,13,34.17040354
0,9800,79405,111563,DebtCon,Office,0,0,0,240.9429936,1,38,19.33281003
0,9800,62826,65912,HomeImp,Other,6,0,0,132.7524896,0,34,37.58819954
0,9800,80267,209931,HomeImp,Self,14,0,0,0.50711453,,8,19.9696287
0,9800,56188,90143,HomeImp,Other,17,0,0,171.4136584,0,29,25.62165041
0,9900,60488,75507,HomeImp,Other,3,0,0,239.43364,1,17,38.47307527
0,9900,28432,36605,HomeImp,Office,0,0,0,111.5316253,1,29,37.58819565
1,9900,71371,84865,DebtCon,Mgr,0,2,0,94.80523575,0,12,38.2113051
0,9900,47865,88105,HomeImp,Other,18,0,0,203.0239914,0,17,34.55330539
0,9900,55342,72357,DebtCon,Mgr,7,,3,111.9988549,1,11,39.87034036
0,10000,75976,91000,DebtCon,Other,10.5,0,0,171.4666667,5,22,
1,10000,22000,41250,HomeImp,Mgr,5,0,0,97.96666667,0,21,
