"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"           0","308.88688788","       70481","       82446","HomeImp","Other","           8","           0","           1","116.59197688","           0","          24","37.612682724"
"           0","        5500","       87765","      101053","DebtCon","ProfExe","          22","           0","           0","55.558049044","           2","          13","31.375542416"
"           0","        5500","       52897","       65054","HomeImp","Office","          20","           0","           0","189.29531847","           0","          19","20.654128896"
"           0","        5500","       93051","      115374","HomeImp","ProfExe","           6","           0","           0","187.02051879","           1","          27","27.646748505"
"           0","        5500","       87438","      116679","HomeImp","ProfExe","           6","           0","           0","186.42441602","           1","          27","28.417530896"
"           0","        5500","       72147","       69918","HomeImp","Sales","3.4693001134","           2","           0"," 158.5344979","           0","          23","43.404430238"
"           1","        5500","       40584","  16332.0034","HomeImp","Other","           4","           0","           1","136.32063746","           0","          13","34.494708965"
"           1","        5500","       37368","       48502","HomeImp","Mgr","           9","           0","           2","48.995845002","           0","          10","33.126483967"
"           0","        5500","       71644","       72696","HomeImp","Sales","           4","           2","           0","150.86584513","           0","          22","40.442567785"
"           0","        5500","       85845","      122205","DebtCon","ProfExe","           5","           0","           0","172.21327665","           1","          26","32.676640875"
"           0","        5600","       53793","       66379","HomeImp","Office","          22","           0","           0","206.09913412","           0","          19","18.369540527"
"           0","        5600","       69435","       83489","DebtCon","ProfExe","11.068476717","           0","           0","200.41843402","           1","          17","22.841092848"
"           0","        5600","       29648","       39907","HomeImp","ProfExe","          11","           0","           0","180.56306914","           0","          13","21.554949656"
"           0","        5600","       76407","       77485","HomeImp","Other","           9","           0","           0","91.683770634","           0","          24","37.773350976"
"           0","        5700","      100934","      111496","HomeImp","Office","          23","           0","           0","117.49959288","           0","          12","38.750562668"
"           0","        5700","       49514","       58249","HomeImp","Office","4.8622576948","           0","           0","212.53911509","           0","          21","21.258026878"
"           0","        5700","       76948","       85753","HomeImp","Other","           7","           0","           0","128.47645151","           0","          25"," 37.85968784"
"           0","        5700","       28127","9457.7353284","HomeImp","ProfExe","          10","           0","           0","181.28295679","           0","          13","24.339533569"
"           0","        5700","       26927","26112.558396","DebtCon","Other","           0","           1","           0","21.799352154","          10","           6","29.439664242"
"           1","        5700","       77213","       92661","DebtCon","Sales","           0","           0","           0","97.133170952","           1","          16","41.777888631"
"           0","        5700","       62319","       82923","HomeImp","Other","           4","           0","           0"," 117.6739652","           0","          15","42.464866285"
"           0","        5700","       71556","       79538","HomeImp","Other","           2","           0","           0","92.643084556","           0","          15"," 41.21001247"
"           1","        5700","       74172","       79846","DebtCon","ProfExe","           0","           0","           0","157.00977472","           0","          28","47.415228659"
"           0","        5700","10057.543759","       33450","DebtCon","Other","           0","           1","           0","15.396587392","           9","           7","30.017013296"
"           0","        5800","       75000","       90543","DebtCon","Mgr","          18","           0","           0"," 300.4872058","           1","          23","38.940575356"
"           0","        5800","59939.844267","       86885","DebtCon","Mgr","          19","           0","           1"," 307.9748816","           1","          23","39.959108765"
"           1","        5800","       27791","       46833","DebtCon","Mgr","           3","           0","           0","83.289062746","           1","          13","30.187805389"
"           0","904.12606611","       46595","       58191","HomeImp","Other","           5","           0","           0","80.131746414","           0","          17","24.140153667"
"           0","        5900","       70973","       77989","HomeImp","Other","           7","           0","           0","120.37941429","           0","          24","41.442500462"
"           1","        5900","       25972","       41856","DebtCon","Other","           2","           0","           2","157.96001139","           3","          27","40.628278175"
"           0","        5900","       74187","51239.012537","HomeImp","Other","           9","           0","           1","118.44249103","           0","          24","40.110407425"
"           0"," 1863.817363","       95232","      115977","HomeImp","Office","          22","           0","           0"," 149.0229081","           1","          12","37.954336913"
"           0","        6000","       79046","      103048","HomeImp","Other","           0","           0","           0","181.69653802","           0","          32","37.289989924"
"           0","        6100","       91704","      114799","HomeImp","Office","          22","           0","           0","129.25008957","           1","          12","36.746766237"
"           0","        6100","       47604","       54966","HomeImp","Other","           5","           0","           0"," 70.69532973","           0","          18"," 24.76674453"
"           1","        6100","       62751","       95617","HomeImp","Other","           1","           0","           0","138.64686318","           1","          13","31.757270694"
"           0","4917.0830683","       68743","18436.927857","HomeImp","Sales","           3","           1","           0"," 153.0667831","           0","          22"," 40.15052706"
"           0","        6100","       79636","       87276","HomeImp","Other","          20","           0","           0","350.43613755","           0","          47","28.848276581"
"           0","        6200","       75657","       84368","DebtCon","Sales","           4","           0","           0","122.24494502","           0","          30","32.552543335"
"           0","        6200","       46601","       59486","HomeImp","Other","           5","           0","           0"," 84.63211066","           0","          18"," 25.35001036"
"           0","        6200","       60354","       87596","HomeImp","ProfExe","           5","           0","           0","210.17306467","           2","          23","34.054811237"
"           0","        6200","       70793","       71552","HomeImp","Sales","           3","           2","           0","162.94515692","           0","          23","40.315396587"
"           0","4976.7523209","       73881","       98550","HomeImp","Other","           0","           0","           1"," 182.8787798","           0","          31"," 37.19944569"
"           0","        6200","      133882","      155222","HomeImp","ProfExe","           9","           0","           0","212.53764322","           0","          19","20.616783656"
"           0","        6200","       75623","       89634","HomeImp","Other","          24","           0","           0","324.68682941","           0","          47","28.285532103"
"           0","        6300","       99469","      116260","HomeImp","Office","          23","           0","           0","124.74559549","           1","          12","35.642270107"
"           0","        6300","       78724","       80355","HomeImp","Other","          24","           0","           0","335.07414261","           1","          46","31.177261304"
"           0","        6300","       92659","      117352","HomeImp","ProfExe","           6","           0","           0","199.01192718","           0","          27","26.520049519"
"           0","        6300","34743.107799","       70091","DebtCon","ProfExe","           9","           0","           4","153.78043854","           1","          30","21.719595981"
"           1","        6300","       12476","       32559","HomeImp","Office","          12","           3","           6","227.12990511","           0","          23"," 23.31951678"
"           0","        6300","       69357","26350.847547","HomeImp","Sales","           3","           2","           0","163.28393319","           1","          22","42.407814245"
"           0","2738.3990185","       26655","       29792","DebtCon","Other","0.2468974731","           1","           0","12.759267447","          10","           6"," 28.36185178"
"           0","        6400","       53476","       70157","DebtCon","ProfExe","           7","           0","           3","164.31540986","           1","          30","21.137981572"
"           0","        6400","       81116","49948.670994","HomeImp","ProfExe","0.7897622105","           0","           0","262.17542613","           0","          11","42.068268179"
"           0","        6400","       17491","       63614","HomeImp","Office","          23","           0","           0","325.29930871","           0","          12","40.244404369"
"           0","        6400","       62746","       75016","DebtCon","ProfExe","          12","           0","           0","133.10154783","           0","          20","40.188123128"
"           0","1627.3640551","       76732","       78084","HomeImp","Other","           8","           0","           0","109.19302137","           0","          26","37.964554318"
"           0","        6400","       70035","       78635","DebtCon","Sales","           3","           0","           0","147.07716353","           0","          31","31.206129763"
"           0","5213.4556973","       28041","       33438","DebtCon","Other","0.9879607097","           1","           0"," 10.42564285","          10","           6","29.753700283"
"           0","        6400","       57887","       74776","HomeImp","Mgr","           3","           0","           1","126.32864372","           0","          22","28.756345434"
"           1","225.19941033","       60054","       70434","HomeImp","Other","           1","           0","           0","127.06270157","           2","          21","37.800352933"
"           0","        6500","       63144","70654.173423","HomeImp","Mgr","0.6563932945","           0","           2"," 129.0777116","           0","          23","29.055433128"
"           0","        6500","       33639","       37345","HomeImp","ProfExe","          11","           0","           0"," 191.0756559","           0","          13","24.227319339"
"           0","        6500","38292.130901","      117530","HomeImp","Office","          29","           0","           0","327.20063852","           1","          38","34.345837692"
"           1","        6500","      183860","      208910","DebtCon","ProfExe","           4","           6","           0","86.452226941","           6","          29","  69.8005248"
"           0","        6500","       58689","       72557","DebtCon","Other","           0","           0","           1"," 94.00805286","           2","          18","34.898413066"
"           0","        6600","       62380","       89742","HomeImp","Office","          31","           0","           0","232.52729073","           0","          16","26.160494887"
"           0","        6600","       68733","23778.880553","HomeImp","Other","           5","           0","           0","96.977667199","           0","          14","42.211046784"
"           1","        6600","       95450","      112630","HomeImp","Office","          23","           0","           0","122.81558408","           0","          12","36.773458722"
"           0","        6700","       55113","       56486","HomeImp","Other","           4","           0","           0","84.417030462","           0","          17","23.642853829"
"           1","        6700","       60301","11388.661282","HomeImp","ProfExe","           5","           0","           0","195.78086332","           0","          19","32.397593406"
"           0","        6700","       49367","       59609","HomeImp","Other","4.3761048505","           0","           0","99.303700784","           0","          17","25.231366381"
"           0","        6700","       58741","       68225","DebtCon","ProfExe","           9","           0","           3"," 173.5744163","           1","          31","23.587013228"
"           1","        6700","       27510","       42495","DebtCon","Other","           2","           0","           2","171.52648922","           3","          27","41.428597508"
"           0","        6700","       69773","       83014","HomeImp","Other","           0","           1","           0","263.17343429","           0","           5"," 37.70699649"
"           0","        6700","       51855","       58084","HomeImp","Office","          21","           0","           0","193.75474567","           0","          19","19.549571698"
"           0","1446.7590329","       29662","       36195","HomeImp","Office","           1","           0","           0","112.13708066","           1","          30"," 38.52863281"
"           0","        6700","       66587","       70710","DebtCon","ProfExe","           9","           1","           0","43.923382631","           1","          24","39.738576265"
"           0","        6700","       54161","       59714","HomeImp","Office","          20","           0","           0","209.20630035","           0","          20","20.203517707"
"           0","        6700","      134616","      155034","HomeImp","ProfExe","          13","           1","           0","215.42240638","           0","          19","19.493871984"
"           0","2998.6930759","      136951","      160306","HomeImp","ProfExe","          11","           0","           0"," 219.7356734","           1","          18","20.885093499"
"           0","5934.8851612","      138691","      160063","HomeImp","ProfExe","          12","           0","           0","208.42084303","           0","          19"," 19.33336736"
"           0","432.67769722","      139578","      154602","HomeImp","ProfExe","          12","           0","           0","201.96083432","           0","          18","22.325828788"
"           0","        6800","       57439","       74816","HomeImp","Mgr","           2","           0","           2","126.30323511","           0","          22","27.118653527"
"           0","        6800","       76074","       88178","HomeImp","Other","          22","           0","           0","341.46505556","           0","          46","27.523246143"
"           0","        6800","       56155","       57912","HomeImp","Office","          21","           0","           0","206.30632134","           0","          20","21.798513082"
"           0","        6800","       71666","       99913","HomeImp","Other","           0","           0","           1","196.46499893","           0","          31","35.761604731"
"           0","        6800","       75964","       88754","DebtCon","Mgr","          19","           0","           1","298.70048215","           0","          23","39.107501643"
"           1","        6900","       75880","97180.975518","DebtCon","Office","0.6149938752","           0","           0","230.80558812","           1","          38","17.965883444"
"           0","        6900","       70717","       87466","HomeImp","Other","           2","           0","           0","112.58906066","           0","          15","41.428089899"
"           0","        6900","       53776","       51952","HomeImp","Other","           5","           0","           0","87.900118337","           0","          17","22.286997477"
"           1","3385.8424745","859.54928566","       58088","DebtCon","Sales","           2","           0","           0"," 101.5319079","           0","          21","35.764058362"
"           1","        6900","       57257","       63752","DebtCon","Other","          10","           2","           0","138.23477796","           0","          22","38.372460882"
"           0","        6900","86542.052697","      110046","HomeImp","Office","          24","           0","           0","111.12339734","           0","          11","37.253150854"
"           0","        6900","       49932","       66042","HomeImp","Office","          20","           0","           0","204.48458275","           0","          19","21.855494126"
"           0","        7000","       73873","      111781","DebtCon","Office","           0","           0","           0","231.79991346","           0","          38","19.273579455"
"           0","        7000","       74795","       99149","HomeImp","Other","           1","           0","           1","175.57144277","           0","          32","34.449664673"
"           0","2671.3721844","       78284","       98214","HomeImp","Other","           0","           0","           1","171.83838617","           0","          31","36.247963031"
"           0","        7000","16645.727341","       93740","HomeImp","ProfExe","           5","           0","           0","213.36302767","           2","          24","34.475301929"
"           1","        7000","       81335","       81018","HomeImp","Other","          22","           0","           0","341.61057605","           1","          47","27.767299768"
"           0","4550.1815791","       52287","       87972","HomeImp","ProfExe","           7","           0","           0","211.28441317","           1","          24","33.461402248"
"           0","        7000","       46238","       66842","DebtCon","Office","           4","           0","           0","90.380409083","           3","          11"," 36.30952679"
"           0","        7000","       64255","       68389","HomeImp","Other","           4","           0","           0","80.152430908","           2","          19","40.561860543"
"           0","709.16001811","      129959","      161301","HomeImp","ProfExe","          11","           0","           0","209.98629953","           0","          18","21.917952264"
"           0","        7000","       58114","       93391","HomeImp","ProfExe","           6","           0","           0","200.07775507","           1","          24","31.736511786"
"           0","        7000","       16047","       67750","HomeImp","Office","          21","           0","           0","315.32145267","           0","          12","38.693655802"
"           0","        7100","27542.549731","      114457","HomeImp","Office","          23","           0","           0","116.10008714","           0","          11","35.601894251"
"           0","        7100","       25896","       33580","DebtCon","Other","           1","           0","           0","29.856365166","           9","           7","28.271474159"
"           0","        7100","      120176","      180104","DebtCon","Other","           8","           0","           0","221.60732419","           0","          18","32.674358967"
"           0","        7100","       58639","13039.707679","DebtCon","ProfExe","          14","           0","           0","120.03346455","           0","          20","43.678746661"
"           0","        7100","       57863","       70969","DebtCon","Other","           0","           0","           0","65.872044812","           7","          21","26.829490191"
"           0","        7100","       64850","       76985","HomeImp","Other","           0","           0","           0","108.21718977","           0","           7","36.337557557"
"           0","        7100","       53273"," 40252.91288","HomeImp","Other","           5","           0","           0","84.837249966","           0","          17","22.861199646"
"           0","2711.1551275","       62329","48024.390855","DebtCon","ProfExe","           8","           0","           0"," 55.35880309","           1","          23","38.640277109"
"           0","        7200","       57912","       84806","HomeImp","Other","          15","           0","           0","241.51424984","           0","          35","35.062675655"
"           0","        7200","       98691","      115750","HomeImp","Office","          22","           0","           0","118.00014232","           0","          11"," 37.72035861"
"           0","        7200","       79946","      113807","DebtCon","Office","0.6692404387","           0","           0","238.45882498","           0","          37","18.617288691"
"           1","        7200","       15637","       39660","HomeImp","Self","           6","           0","           1","354.23976343","           3","          42","33.624133446"
"           0","        7200","       71667","      117325","DebtCon","Office","           0","           0","           1","241.05607809","           1","          38","18.510551331"
"           0","        7200","18076.455618","       31666","DebtCon","Other","           0","           0","           0","38.003266851","           9","           7","28.295681117"
"           0","        7300","       55456","58267.915332","HomeImp","ProfExe","           6","           0","           0","240.05677145","           2","          23","31.724698502"
"           0","        7300","       60973","       79443","HomeImp","Other","          14","           0","           0","239.62029765","           1","          36","36.727136357"
"           0","        7300","      139348","      205981","DebtCon","ProfExe","           1","           0","           0","60.424760757","           2","          22","36.812290634"
"           0","        7400","       32832","       50798","DebtCon","Other","          10","           0","           0"," 221.3384208","           1","          31","36.009421486"
"           0","        7400","      138033","121439.67687","HomeImp","ProfExe","          11","           0","           0","224.84704249","           0","          19","21.057574023"
"           0","        7400","       88288","      119677","HomeImp","ProfExe","           5","           0","           0","194.37214004","           1","          27","26.646083641"
"           0","        7400","       73985","      114849","DebtCon","Office","           0","           0","           0","238.58630343","           1","          38","18.421369855"
"           0","2522.3243863","       51974","       59323","HomeImp","Other","           4","           0","           0"," 83.34671188","           0","          18","23.397634628"
"           0","        7400","       56596","       72861","HomeImp","Mgr","           3","           0","           1","141.96214925","           0","          23","28.300245637"
"           1","        7400","3818.6004124","       89068","DebtCon","Sales","           0","           0","           0","94.782230694","           0","          17","42.803421995"
"           0","        7400","       65032","       83184","HomeImp","Other","          15","           0","           0","230.42025592","           1","          35","35.415112916"
"           0","        7400","       82412","       91326","DebtCon","Mgr","7.2185519734","           0","           1","316.94708254","           1","          24","37.908750185"
"           0","        7500","       47518","       60252","DebtCon","Other","          16","           0","           3","220.62498387","           0","          37","26.711536473"
"           0","        7500","       63573","       80601","HomeImp","Other","           4","           0","           0","111.43518985","           0","          14","41.773446616"
"           1","        7500","       32070","       36811","DebtCon","Other","           1","           1","           0","228.03600011","           0","           6","30.162214113"
"           0","459.46685386","       72097","       69408","HomeImp","Sales","           4","           1","           0","155.39196223","           1","          23","41.600983364"
"           0","        7500","       84479","75565.476033","DebtCon","ProfExe","          23","           0","           0","47.832851338","           3","          14","33.075010372"
"           0","170.01896755","       88056"," 75137.94112","DebtCon","ProfExe","2.4540631578","           0","           0","56.750113136","           2","          14","30.538906969"
"           0","        7500","       11358","       36892","DebtCon","Other","           5","           0","           0"," 286.9228238","           0","          11"," 23.06292573"
"           1","        7500","       12115","       35910","HomeImp","Office","          13","           3","           6","234.90075082","           0","          24","24.662276673"
"           0","        7500","       67778","       83368","DebtCon","ProfExe","          15","           0","           0","227.29208976","           0","          17","24.091770363"
"           0","        7500","       60192","       76475","DebtCon","ProfExe","           8","           0","           0","60.503625209","           2","          24","39.280512379"
"           0","        7500","       57213","       92458","HomeImp","Office","          28","           0","           0","243.15711917","           1","          16","23.992353351"
"           0","        7600","      133475","      203936","DebtCon","ProfExe","0.8194669782","           0","           0","87.452870081","           2","          23","37.005967843"
"           0","        7600","       48829","       62357","DebtCon","Office","           3","           0","           1","92.941357816","           2","          12","35.672273609"
"           0","        7600","       58622","       77726","HomeImp","Other","          15","           0","           0","249.63376067","           2","          36","34.882066439"
"           0","        7600","       80900","       99525","DebtCon","ProfExe","           2","           0","           0","135.64019635","           0","          26","34.777089425"
"           0","6356.1424781","       32243","       36369","HomeImp","ProfExe","          12","           0","           0","180.41578673","           0","          13"," 21.72081838"
"           0","        7700","1862.9516698","       86018","HomeImp","Other","15.518711492","           0","           0","187.19401123","           0","          28","24.217658483"
"           0","        7700","       70451","       81862","DebtCon","Sales","           3","           0","           0","141.26867109","           0","          31"," 31.68194302"
"           0","        7700","       20887","       26958","DebtCon","Other","           0","           0","           0","17.460749903","          10","           6","30.233504742"
"           0","6185.0859391","73078.676863","       83643","HomeImp","Other","          22","           0","           0","353.19562851","           0","          47","28.544528867"
"           0","        7700","31834.184004","       91068","HomeImp","Other","          20","           0","           0","179.24093557","           0","          28"," 27.23109397"
"           0","        7800","50858.920262","       65945","DebtCon","Other","           1","           0","           1","106.63134156","           2","          18"," 37.02476444"
"           0","        7800","  48617.4469","       66688","DebtCon","Other","           3","           0","           2","114.51215796","           3","          18","37.929273869"
"           0","        7800","       64503","       85608","HomeImp","Other","          12","           0","           0"," 235.4853772","           0","          35","34.423248847"
"           0","        7800","       69662","       80498","HomeImp","Other","           4","           0","           0","100.42833098","           0","          14","42.807341953"
"           0","        7800","       45391","       61743","DebtCon","Other","          12","           0","           0","105.08759384","           0","          22"," 36.70541274"
"           0","1962.8854266","       38506","       50309","DebtCon","Other","          11","           0","           0"," 231.0011955","           0","          32","35.906115846"
"           0","        7800","       55394","1928.5309335","DebtCon","Other","          23","           0","           0","262.01435765","           2","          29","38.983938486"
"           0","        7800","       53243","       95065","HomeImp","ProfExe","           7","           0","           0","220.80244426","           2","          24","31.827626823"
"           1","        7900","       67222","57158.870459","HomeImp","Other","0.6913774371","           0","           0","95.676872691","           0","          23"," 36.97971203"
"           0","        7900","       44690","       45841","DebtCon","Office","          10","           0","           0","185.62159231","           0","          22","32.285724089"
"           0","        7900","       40827","       55757","DebtCon","Other","          14","           0","           0","87.603462439","           0","          11","31.850563903"
"           0","        7900","       77221","       95316","DebtCon","ProfExe","           4","           0","           0","116.30949336","           0","          25","35.429796579"
"           1","        7900","       55383","       70020","DebtCon","Other","          12","           2","           0","80.778941503","          10","           8","44.858977324"
"           0","        7900","       78532","      122952","HomeImp","Office","          29","           0","           0","332.64504738","           1","          37","35.311552628"
"           0","5441.3103346","       41935","       53543","DebtCon","Office","           8","           0","           0","203.54460997","           1","          22","31.491686795"
"           0","        8000","       49232","       61221","DebtCon","Other","          23","           0","           0","258.19457767","           3","          29","41.246612634"
"           1","        8000","6185.9695566","       87624","DebtCon","ProfExe","          14","           0","           0"," 203.9971364","           0","          17","23.562565007"
"           0","        8000","       82547","      105361","DebtCon","ProfExe","          24","           0","           0"," 52.59326412","           2","          13","32.160922592"
"           1","        8000","       70546","41975.530555","DebtCon","Sales","           4","           0","           0","119.06692204","           0","          31","33.361586301"
"           1","        8000","12459.703041","       81020","HomeImp","Other","           2","           0","           3"," 129.3624659","           0","          15","47.000975215"
"           1","        8000","       32100","       36739","HomeImp","Other","           4","           0","           0","79.458845053","           2","           8","31.276715679"
"           0","        8000","       47154","       65458","DebtCon","Office","           2","           0","           0","99.993789825","           3","          12","38.873711304"
"           1","        8000","       92487","      113947","DebtCon","Other","           8","           0","           3","151.81738872","           0","          19","26.457524449"
"           0","        8000","       84282","      121045","HomeImp","Office","          28","           0","           0","330.17485564","           1","          37","35.362686394"
"           0","        8000","       57361","       71167","HomeImp","Mgr","0.3087582767","           0","           1","130.76703495","           0","          22","29.381985445"
"           0","        8000","       58006","46140.082225","HomeImp","ProfExe","           4","           0","           0","223.20298954","           2","          24","30.913395837"
"           0","        8100","       48781","       50434","HomeImp","Other","           5","           0","           0","75.635047684","           0","          18","24.545192137"
"           0","        8100","       84822","      123854","HomeImp","Office","          31","           0","           0"," 340.7444307","           2","          38","36.205114552"
"           0","        8100","       53863","       74705","DebtCon","Other","           0","           0","           0","66.294570391","           8","          21","26.046469422"
