Maintenance_flag,Speed_sensor,Vibration,Engine_Load,Coolant_Temp,Intake_Pressure,Engine_RPM,Speed_OBD,Intake_Air,Flow_Rate,Throttle_Pos,Voltage,Ambient,Accel,Engine_Oil_Temp,Speed_GPS,GPS_Longitude,GPS_Latitude,GPS_Bearing,GPS_Altitude,Turbo_Boost,Trip_Distance,Litres_Per_km,Accel_Ssor_Total,CO2,Trip_Time,CO_emission,HC_emission,PM_emission,NOx_emission,CO2_emission,Fuel_level,Oil_life,Vibration_alert,VibrationAlert_Total,Vibration_Recent,Turbo_alert,Emission_alert,Fog_control,Engine_control
0,18,250.134568,50.19608,87,114,1129.5,18,14,18.02,63.92157,14.26,8,14.901961,84,18.21632,7.956001859,48.19757504,105.4,147,2.465641,306.43796,12.823436,0.017403,339.17966,10972,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,90,246.12928,15.686275,87,126,1485.5,90,9,30.33,80,14.16,8,41.568626,84,91.62045,8.535871727,48.24038667,306.7,287,4.206095,250.13344,1.291805,0.042324,34.168205,8147,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,95,245.851135,53.333336,85,110,1189.5,95,9,19.86,80,14.16,8,14.901961,80,100.55545,9.768063359,48.58337075,23.9,162,1.88549,255.3819,2.632471,-0.045018,69.628815,8342,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,114,244.794184,49.019608,91,111,1415,114,11,24.52,79.60784,14.16,8,14.901961,87,119.016,9.290439675,47.17884354,287.1,380,2.030529,168.77747,2.453731,-0.056021,64.90115,4459,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,114,244.794184,11.764706,89,123,1393.5,114,9,27.38,80,14.12,7,14.901961,85,118.69203,8.629248763,48.55812034,282.5,283,3.770981,244.70903,0,0.030131,24.621798,7949,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,159,242.290879,0,90,120,1951,159,10,38.55,80,14.24,6,14.901961,87,163.585,7.838442763,48.47513434,24,155,3.335867,278.717,0,0.232011,0,9379,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,109,245.072329,47.84314,88,113,1382,109,7,24.88,80,14.12,6,14.901961,83,112.28447,8.890839359,48.95219075,39.9,138,2.320604,266.69363,2.336115,-0.032674,61.79021,8704,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,36,249.133246,26.666668,88,118,1132.5,36,9,18.94,80,14.08,7,28.235294,85,34.66802,9.144039359,48.93274475,82.4,162,3.045792,310.29535,5.696581,0.016967,150.67445,11542,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,104,245.350474,3.921569,89,109,1308,104,8,22.11,80,14.16,7,34.11765,86,107.89229,8.619993675,47.06888154,249.4,346,1.740453,230.68063,1.971273,-0.021509,52.14014,7461,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,88,246.240538,0,81,109,1349,88,9,23.69,80,14.2,7,14.901961,80,90.57625,9.29108286,49.18013943,8.8,741,1.740453,145.29056,0,-0.054226,0,3745,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,28,249.578278,13.333334,87,113,1071,28,10,19.11,80,14.28,8,14.901961,84,28.332823,9.247973771,48.41437373,99.5,159,2.320604,305.78894,0,0.01337,0,10848,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,113,244.849813,55.294117,87,115,1422,113,9,25.44,79.21569,14.12,7,14.901961,84,116.138695,8.493685727,48.67085667,22.8,154,2.61068,260.65146,2.701334,-0.009106,71.45023,8514,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,55,248.076295,29.019608,87,111,1308.5,55,10,23.69,80,14.24,8,14.901961,84,57.888718,8.114143859,48.24130304,115.8,153,2.030529,304.45178,2.190099,-0.009928,57.928078,10767,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,118,244.571668,53.72549,88,117,1472.5,118,7,26.97,80,14.12,7,14.901961,84,116.640274,8.345419794,49.76841977,23.3,145,2.900755,265.27432,3.04016,-0.145514,80.41216,8660,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,0,251.13589,26.666668,87,107,727.5,0,11,9.99,66.27451,14.34,8,14.901961,84,6.59154,9.259163771,48.41091173,38,155,1.450378,305.92706,,0.030273,,10878,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,21,249.967681,21.176472,88,106,714.5,21,15,10.11,54.901962,14.2,8,14.901961,84,21.16849,9.321743771,48.39837173,91.6,156,1.30534,306.67194,1.327531,-0.008177,35.113174,11023,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,128,244.015378,7.843137,87,121,1574.5,128,11,29.38,80,14.12,8,14.901961,85,130.4708,9.381917615,48.51944448,328.2,635,3.480905,154.77823,0,0.110278,16.819185,4050,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,105,245.294845,61.56863,90,118,1304,105,8,22.83,75.68628,14.14,7,14.901961,85,103.2123,7.747134763,48.35457634,0.1,154,3.045792,296.44293,3.392278,0.094706,89.72568,10423,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,113,244.849813,49.019608,88,113,1407.5,113,7,24.94,80,14.08,6,14.901961,83,126.25301,8.394955794,49.69862177,27.8,146,2.320604,263.87878,2.648242,0.135512,70.045944,8617,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,36,249.133246,32.54902,88,110,1227.5,36,14,22.24,65.4902,14.22,9,31.764706,84,37.764153,7.735056763,48.73107034,46.1,148,1.88549,307.20038,4.892613,0.028137,129.40953,11135,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,87,246.296167,41.960785,87,109,1353,87,9,22.74,80,14.16,7,28.62745,84,90.324,8.494413675,47.10544554,248.9,359,1.740453,232.31049,2.345994,0.022786,62.051502,7520,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,22,249.912052,22.745098,88,107,783.5,22,12,11.02,78.82353,14.3,8,16.862745,85,23.475975,7.168908275,48.26043804,80.2,151,1.450378,307.91345,1.941443,0.002122,51.351143,11234,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,94,245.906764,99.60784,88,162,1825,94,9,46.05,80,14.06,8,42.352943,86,97.563515,8.911903727,48.28685667,301.6,287,9.427452,250.17789,12.441415,-0.032338,329.0752,8150,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,111,244.961071,0,87,117,1348.5,111,11,25.8,80,14.14,8,14.901961,86,114.672485,8.981109675,47.15979954,324.4,389,2.900755,225.10071,0,-0.099724,0,7243,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,42,248.799472,20.392157,88,113,1008,42,13,15.99,60.39216,14.32,9,28.235294,85,44.604713,8.951589359,48.96735875,92.8,153,2.320604,307.79037,2.47242,0.010361,65.39546,11221,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,96,245.795506,63.92157,82,114,1205.5,96,8,21.49,77.254906,14.18,8,14.901961,80,100.87223,9.768573359,48.68815475,348.3,187,2.465641,253.503,3.469819,0.047753,91.776634,8269,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,100,245.57299,9.411765,85,110,1217.5,100,11,20.49,80,14.18,9,14.901961,84,106.16429,7.269648763,48.39421834,344.4,496,1.88549,200.27934,0,0.026368,13.029081,6513,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,90,246.12928,0,79,110,1381,90,9,24.13,80,14.22,7,14.901961,79,94.83723,9.27347886,49.22606343,330.4,663,1.88549,146.14333,0,-0.009653,0,3781,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,122,244.349152,0,88,114,1499,122,10,28.58,80,14.24,9,14.901961,85,127.87218,8.994589075,48.63074352,291.4,493,2.465641,213.84764,0,-0.01886,0,6959,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,88,246.240538,0,81,109,1368,88,9,24.11,80,14.24,7,14.901961,80,88.02036,9.29015886,49.18082943,6.2,732,1.740453,145.29056,0,-0.010734,0,3746,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,76,246.908086,0,82,111,1415,76,9,25.66,80,14.26,7,14.901961,81,76.82195,9.28016886,49.15787943,8.2,769,2.030529,144.89034,0,-0.056438,0,3728,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,36,249.133246,29.803923,87,109,1436,36,8,24.91,80,14.18,6,28.235294,84,31.104189,9.193455359,48.91777475,47.7,148,1.740453,310.93964,7.62225,0.028671,201.60837,11610,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,34,249.244504,22.352942,88,117,1080,34,11,17.72,74.5098,14.18,7,32.941177,85,34.488075,9.120609359,48.93484475,85,160,2.900755,310.0156,4.277167,0.014649,113.13098,11516,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,106,245.239216,63.92157,92,118,1324.5,106,8,22.91,78.039215,14.08,7,14.901961,85,109.98,8.312703675,47.12310354,269.2,377,3.045792,234.48901,3.592261,0.097398,95.01524,7596,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,99,245.628619,0.392157,83,111,1212.5,99,11,20.36,80,14.2,9,14.901961,82,102.496605,7.237218763,48.34615234,320,448,2.030529,201.21532,0,-0.09325,0,6547,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,83,246.518683,0,80,105,1278,83,9,20.91,80,14.24,7,14.901961,79,78.91318,9.28489686,49.20720543,352.2,690,1.160302,145.80403,0,-0.030164,20.169476,3766,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,96,245.795506,47.45098,85,109,1195,96,8,20.22,80,14.16,8,14.901961,81,114.876274,9.674397359,48.52009475,46.3,160,1.740453,256.94815,2.42352,-0.061438,64.10206,8401,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,78,246.796828,48.235294,88,126,1223.5,78,11,22.97,78.43137,14.16,8,14.901961,85,80.06465,8.054587859,48.22327904,111.7,153,4.206095,305.2173,5.54225,0.082413,146.5924,10804,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,79,246.741199,39.607845,83,112,1245.5,79,11,20.58,78.82353,14.18,9,14.901961,81,83.01607,7.216506763,48.33335434,309.6,438,2.175566,201.56636,0,-0.057406,0,6561,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,33,249.300133,19.215687,88,119,1280,33,17,20.3,80.39216,14.24,9,27.058825,84,33.588943,7.920727859,48.20122304,102.6,147,3.19083,306.9034,2.89826,0.016116,76.658936,11103,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,116,244.682926,17.254902,90,112,1414,116,9,26.13,80,14.16,7,14.901961,86,114.33727,9.136953675,47.22778554,306.9,408,2.175566,166.73096,0,-0.018601,25.3012,4396,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,116,244.682926,76.86275,89,206,1862.5,116,13,63.33,80,14.16,9,41.17647,88,118.62708,6.994494275,48.22395204,302.4,470,15.809113,208.20952,10.575105,-0.031277,279.71133,6786,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,142,243.236572,65.09804,89,130,1782.5,142,16,36.11,80,14,8,34.509804,85,151.27211,9.882023615,48.49486248,275.1,437,4.786245,161.02463,0,-0.108368,0,4241,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,128,244.015378,0,88,113,1581,128,11,29.27,80,14.18,8,24.705883,87,128.9165,9.359015615,48.54237648,309,662,2.320604,154.27191,0,0.020632,0,4036,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,86,246.351796,20.392157,88,113,1329,86,10,23.55,80,14.16,7,14.901961,86,90.39635,8.771203794,49.36126577,284.7,785,2.320604,136.84914,1.36679,-0.030241,36.151566,3369,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,83,246.518683,27.058825,87,109,1301,83,10,21.8,80,14.12,8,14.901961,84,91.83611,8.124157859,48.18042704,354.1,137,1.740453,303.07153,1.857516,0.011386,49.131256,10694,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,151,242.735911,0,90,122,1848.5,151,11,36.11,80,14.2,9,26.27451,90,149.94028,8.502385075,48.94798152,294,498,3.625944,217.58862,0,-0.053795,0,7064,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,146,243.014056,65.882355,89,221,1896,146,13,75.99,80.39216,14.08,7,41.568626,86,150.5162,8.574697794,49.46285777,34.5,156,17.98468,259.11526,8.491193,-0.193191,224.5919,8473,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,102,245.461732,77.64706,83,193,1923,102,12,66.86,80,14.12,9,48.235294,81,101.30402,7.562736763,48.88777834,301.6,436,13.923622,202.3582,13.243729,0.054055,350.2964,6594,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,118,244.571668,25.09804,90,110,1447,118,9,24.61,79.60784,14.16,7,14.901961,85,116.892136,9.131097675,47.23053354,307.8,410,1.88549,166.64793,1.791631,-0.063126,47.38862,4393,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,87,246.296167,2.745098,90,126,1359,87,10,22.55,79.60784,14.2,6,29.411766,88,87.66125,9.002927615,48.67784448,287,780,4.206095,135.60564,0,-0.061255,0,3313,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,76,246.908086,10.980392,82,110,1383.5,76,9,24.69,80,14.24,7,14.901961,81,76.63947,9.27930486,49.15558143,4.9,742,1.88549,144.87292,0,-0.011162,0,3726,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,105,245.294845,0,87,109,1290.5,105,11,23.66,80,14.16,9,14.901961,86,110.0175,8.769919075,48.69192552,301.7,486,1.740453,210.95425,3.993587,-0.001733,105.63031,6868,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,146,243.014056,48.235294,88,117,1798,146,10,32.16,78.82353,14.08,7,14.901961,84,151.99207,10.18156762,48.47170248,289.9,427,2.900755,164.64616,2.599588,-0.132383,68.75906,4325,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,94,245.906764,99.60784,91,135,1175.5,94,11,22.86,80,14.2,9,14.901961,84,94.46534,8.441305075,48.83459352,299.5,442,5.511435,206.26479,6.242539,-0.070151,165.11505,6724,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,105,245.294845,0,89,110,1263,105,8,23.08,80,14.2,7,14.901961,85,109.62038,8.563365675,47.08491954,245.6,360,1.88549,231.37529,0,0.191382,0,7486,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,96,245.795506,0,86,120,1476,96,9,28.33,80,14.16,8,14.901961,84,98.21064,8.916087675,47.10377154,322.4,341,3.335867,226.3523,0,0.004435,0,7295,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,71,247.186231,0,87,111,1066.5,71,10,18.55,80,14.24,8,14.901961,85,78.58919,9.382917675,47.15663154,295.8,387,2.030529,169.9235,0,0.003791,0,4500,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,128,244.015378,20,90,113,1589,128,10,29.74,79.60784,14.16,9,28.62745,87,131.83199,8.933875075,48.64822752,294.9,505,2.320604,213.06477,1.129178,0.019815,29.866749,6936,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,118,244.571668,30.19608,88,106,1462.5,118,11,23.94,79.60784,14.18,7,14.901961,86,124.210106,8.81788686,49.45297143,295.7,665,1.30534,153.25374,1.703896,-0.1106,45.06803,4004,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,37,249.077617,38.431374,88,110,1224,37,11,21.19,74.90196,14.22,8,31.37255,85,39.92634,8.988117359,48.96276275,72.6,158,1.88549,308.21915,5.36138,0.02642,141.80841,11262,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,92,246.018022,67.45098,90,107,1434.5,92,10,24.02,80,14.24,7,33.72549,86,91.22425,8.599025615,48.72615048,303,830,1.450378,140.529,2.850494,-0.071747,75.395515,3541,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,116,244.682926,80,93,160,1438.5,116,12,35.3,80,14.14,9,14.901961,88,118.224655,8.480227075,48.82031952,297,454,9.137377,206.78342,5.958635,-0.054869,157.6058,6742,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,83,246.518683,64.70589,89,174,1553,83,8,40.44,80,14.12,6,32.54902,84,84.24001,8.712151727,48.16929267,295.6,272,11.167906,246.96342,12.490294,0.00943,330.36804,8026,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,37,249.077617,45.882355,87,114,1221,37,10,21.69,79.60784,14.28,8,14.901961,85,40.540092,8.139145859,48.23765504,12.5,148,2.465641,304.12274,6.572494,0.01871,173.84233,10743,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,77,246.852457,4.313726,88,111,1200,77,11,21.3,80,14.26,8,14.901961,85,80.31639,8.051191859,48.22237904,112.2,153,2.030529,305.25638,1.414027,0.137342,37.400993,10806,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,0,251.13589,2.745098,86,101,123,0,14,0.13,89.01961,11.88,9,14.901961,78,0,7.124472275,48.26256804,0,140,0.580151,307.40152,,0.031939,,11175,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,66,247.464376,0,88,113,1159.5,66,10,17.83,80,14.28,8,14.901961,85,76.14143,9.117065771,48.43421573,354.7,148,2.320604,304.01895,0,-0.059978,0,10735,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,113,244.849813,49.411766,89,114,1405,113,7,25.05,80,14.12,7,14.901961,84,123.59558,8.449687794,49.62243377,24.3,138,2.465641,262.35312,2.681809,0.102293,70.93379,8569,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,151,242.735911,1.568628,89,115,1854.5,151,11,35.49,80,14.16,9,14.901961,89,158.14833,8.518807075,48.95365752,296.6,493,2.61068,217.79951,0,0.043295,0,7069,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,117,244.627297,6.666667,88,111,1429,117,11,26.02,80,14.16,7,14.901961,86,121.105545,8.81133486,49.45607943,299.1,672,2.030529,153.33994,0,-0.023554,20.98832,4007,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,11,250.523971,48.235294,87,113,1123.5,11,8,15.88,68.62745,14.16,6,34.11765,84,7.56137,9.226527359,48.90653075,80.9,145,2.320604,311.37067,17.030226,0.05583,,11651,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,0,251.13589,0,88,101,0,0,11,0,89.01961,12.04,8,14.901961,81,1.74182,7.250364275,48.24650604,184.4,159,0.580151,308.90216,,0.005462,,11345,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,112,244.905442,58.431374,89,117,1402.5,112,11,24.05,72.54902,14.12,9,14.901961,84,115.669426,8.357821075,48.86517552,297.7,422,2.900755,205.11478,3.089912,-0.069555,81.72811,6680,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,5,250.857745,28.62745,87,107,735.5,5,11,10.22,66.27451,14.34,8,14.901961,84,20.557135,9.259199771,48.41076773,97.1,157,1.450378,305.92493,8.668031,-0.004832,,10871,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,87,246.296167,64.31373,89,115,1350.5,87,11,22.94,74.117645,14.12,9,14.901961,83,89.6075,8.410579075,48.84637752,298.5,434,2.61068,205.84003,4.167417,-0.057935,110.22812,6707,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,85,246.407425,18.82353,87,111,1155,85,9,17.94,76.86275,14.14,8,14.901961,84,90.18286,9.517083359,48.79676075,321.6,290,2.030529,249.75287,0,-0.059096,0,8131,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,103,245.406103,38.82353,89,113,1275.5,103,9,22.83,80,14.1,8,14.901961,85,105.48119,9.487317359,48.82472675,326.1,298,2.320604,249.13965,2.096426,0.027695,55.450424,8109,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,30,249.46702,22.745098,88,109,1190.5,30,13,19.55,69.803925,14.12,9,30.980392,84,30.38419,8.924763359,48.96885275,85.4,144,1.740453,307.48068,3.679444,0.004144,97.321236,11192,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,114,244.794184,0,86,117,1385.5,114,10,26.16,80,14.22,8,14.901961,84,118.908035,8.218194763,48.65592634,302.4,362,2.900755,239.32512,0,0.00057,0,7764,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,98,245.684248,71.37255,87,174,1568,98,10,46.3,80,14.16,8,45.09804,84,95.43624,8.126220763,48.71194834,297.5,385,11.167906,237.83891,8.651135,0.030316,228.82237,7716,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,59,247.853779,80.78432,88,130,1430,59,9,27.61,80,14.26,7,14.901961,85,60.228092,8.862557615,48.69927648,282.1,784,4.786245,137.2996,8.34606,-0.059631,220.75313,3392,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,105,245.294845,49.80392,89,112,1297.5,105,9,22.58,80,14.16,8,14.901961,85,107.8949,8.118727859,48.12851504,354.7,154,2.175566,302.17712,2.622804,0.019287,69.37313,10659,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,87,246.296167,76.07843,88,139,1373.5,87,11,32.16,80,14.24,9,14.901961,83,89.784,8.405275075,48.84824352,297.9,434,6.091585,205.75465,7.376541,-0.040225,195.10938,6704,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,13,250.412713,39.607845,86,117,1284.5,13,14,21.55,66.27451,14.14,9,33.333332,83,0,7.750092763,48.73360834,0,140,2.900755,307.41217,19.28887,0.010207,,11182,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,54,248.131924,44.313725,88,115,1339.5,54,10,23.83,79.60784,14.24,8,14.901961,85,55.944,8.034637859,48.21792704,112.4,156,2.61068,305.4545,4.003375,0.026323,105.88921,10818,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,0,251.13589,18.431374,88,106,691.5,0,10,9.27,67.84314,14.32,6,14.901961,83,0,7.434390275,48.19835004,0,158,1.30534,311.40735,,0.038185,,11699,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,109,245.072329,10.588236,90,116,1342.5,109,11,25.33,80,14.08,9,14.901961,87,114.6602,8.546401075,48.80356752,290.4,463,2.755716,207.61395,0,-0.009526,16.464815,6768,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,100,245.57299,0,88,109,1229.5,100,8,21.24,80,13.98,7,21.568628,85,101.98851,8.537703675,47.09260554,245,357,1.740453,231.71584,0,0.001041,0,7498,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,109,245.072329,50.588238,87,113,1377,109,7,24.88,80,14.2,6,14.901961,83,111.60009,8.889507359,48.95095475,39.7,138,2.320604,266.72104,2.671315,0.02276,70.656235,8705,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,88,246.240538,33.72549,83,106,1377.5,88,11,22.3,77.254906,14.14,9,14.901961,81,85.03237,9.63043686,48.64697343,311.1,435,1.30534,202.04425,2.079666,-0.024449,55.007126,6581,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,110,245.0167,64.70589,88,120,1384,110,7,25.13,80,14.12,6,14.901961,83,112.14097,8.868555359,48.93446075,39.6,141,3.335867,267.1096,3.808331,0.031602,100.73029,8718,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,27,249.633907,0,88,109,1075,27,9,12.49,80,14.16,7,14.901961,84,34.92007,9.097341359,48.94607075,77.4,141,1.740453,309.51276,0,0.013823,0,11429,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,113,244.849813,47.45098,89,112,1393,113,10,23.63,80,14.16,8,14.901961,87,116.460045,8.148738763,48.70138834,310.3,383,2.175566,238.14076,2.426713,-0.020011,64.186516,7727,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,117,244.627297,58.039215,92,116,1464.5,117,11,25.44,72.94118,14.16,9,14.901961,88,121.24812,8.520895075,48.80941752,287.9,457,2.755716,207.27158,3.106964,-0.009438,82.17915,6758,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,101,245.517361,12.941176,88,108,1253.5,101,11,20.27,80,14.02,9,14.901961,86,105.22822,7.285068763,48.45400234,355,538,1.595415,199.1788,2.392187,-0.018227,63.273304,6474,0,0,0,0,0,0,0,1,123,12,1,1,1,1
